,name,tag
238,../Data\Words/downloaded_videos\CAN KEEP SECRET YOU\CAN KEEP SECRET YOU？.mp4,CAN KEEP SECRET YOU
239,../Data\Words/downloaded_videos\CAN YOU DRIVE YOU\CAN YOU DRIVE YOU？.mp4,CAN YOU DRIVE YOU
240,"../Data\Words/downloaded_videos\CANCEL-grade correct criticize\CANCEL-(grade, correct, criticize).mp4",CANCEL-grade correct criticize
241,../Data\Words/downloaded_videos\candidate apply person\candidate apply person.mp4,candidate apply person
242,../Data\Words/downloaded_videos\CANDY treat\CANDY (treat).mp4,CANDY treat
243,"../Data\Words/downloaded_videos\CANDY YOU LIKE WHAT-KIND\CANDY, YOU LIKE WHAT-KIND？.mp4",CANDY YOU LIKE WHAT-KIND
244,../Data\Words/downloaded_videos\cant\cant.mp4,cant
245,../Data\Words/downloaded_videos\car\car.mp4,car
246,../Data\Words/downloaded_videos\CAR ACCIDENT-crash HAPPEN WHY\CAR ACCIDENT-crash HAPPEN WHY？.mp4,CAR ACCIDENT-crash HAPPEN WHY
247,../Data\Words/downloaded_videos\car crash you how many times\car crash you how many times？.mp4,car crash you how many times
248,../Data\Words/downloaded_videos\CAR HAVE DOORS HOW-MANY\CAR HAVE？ DOORS HOW-MANY？.mp4,CAR HAVE DOORS HOW-MANY
249,"../Data\Words/downloaded_videos\CAR MACHINE-engine YOU KNOW HOW F-I-X\CAR MACHINE-[engine], YOU KNOW HOW F-I-X？.mp4",CAR MACHINE-engine YOU KNOW HOW F-I-X
250,"../Data\Words/downloaded_videos\CAR MOTOR CAN FIX YOU\CAR MOTOR, CAN #FIX YOU？.mp4",CAR MOTOR CAN FIX YOU
251,"../Data\Words/downloaded_videos\CAR RACE YOU LIKE WATCH\CAR RACE, YOU LIKE WATCH？.mp4",CAR RACE YOU LIKE WATCH
252,../Data\Words/downloaded_videos\CAR YOU PUSH BEFORE YOU\CAR YOU PUSH BEFORE YOU？.mp4,CAR YOU PUSH BEFORE YOU
253,../Data\Words/downloaded_videos\CAREFUL\CAREFUL.mp4,CAREFUL
254,../Data\Words/downloaded_videos\CARELESS-one-handed-version\CARELESS-[one-handed-version].mp4,CARELESS-one-handed-version
255,../Data\Words/downloaded_videos\CARELESS-two-handed-version\CARELESS-[two-handed-version].mp4,CARELESS-two-handed-version
256,../Data\Words/downloaded_videos\CAT\CAT.mp4,CAT
257,../Data\Words/downloaded_videos\CAT F-hand-version\CAT (＂F＂-hand-version).mp4,CAT F-hand-version
258,"../Data\Words/downloaded_videos\CAT LIKE DESTROY FURNITURE WHY\CAT LIKE DESTROY FURNITURE, WHY？.mp4",CAT LIKE DESTROY FURNITURE WHY
259,../Data\Words/downloaded_videos\CAT LIKE EAT BIRD\CAT LIKE EAT BIRD？.mp4,CAT LIKE EAT BIRD
260,../Data\Words/downloaded_videos\CATSUPketchup-CAT-UP-A-hand-version-pun\CATSUP⧸ketchup-[CAT-UP-＂A＂-hand-version]-[pun].mp4,CATSUPketchup-CAT-UP-A-hand-version-pun
261,../Data\Words/downloaded_videos\CAUCASIAN  white person  pale\CAUCASIAN ⧸ white person ⧸ pale.mp4,CAUCASIAN  white person  pale
262,../Data\Words/downloaded_videos\CELL-PHONE-C-hand-version\CELL-PHONE-[C-hand-version].mp4,CELL-PHONE-C-hand-version
263,../Data\Words/downloaded_videos\CELL-PHONE-mobile-device-in-hand-version\CELL-PHONE-[mobile-device-in-hand-version].mp4,CELL-PHONE-mobile-device-in-hand-version
264,../Data\Words/downloaded_videos\center bent middle finger version\center (bent middle finger version).mp4,center bent middle finger version
265,../Data\Words/downloaded_videos\CENTER version 1\CENTER [version 1].mp4,CENTER version 1
266,../Data\Words/downloaded_videos\center version 2\center version 2.mp4,center version 2
267,../Data\Words/downloaded_videos\CENTS\CENTS.mp4,CENTS
268,../Data\Words/downloaded_videos\CEREAL\CEREAL.mp4,CEREAL
269,../Data\Words/downloaded_videos\CEREAL YOU LIKE WHAT-KIND\CEREAL YOU LIKE what-KIND？.mp4,CEREAL YOU LIKE WHAT-KIND
270,"../Data\Words/downloaded_videos\CEREAL YOU LIKE WHAT-KIND\CEREAL, YOU LIKE WHAT-KIND？.mp4",CEREAL YOU LIKE WHAT-KIND
271,../Data\Words/downloaded_videos\chair\chair.mp4,chair
272,../Data\Words/downloaded_videos\CHALLENGE\CHALLENGE.mp4,CHALLENGE
273,../Data\Words/downloaded_videos\CHANGE\CHANGE.mp4,CHANGE
274,../Data\Words/downloaded_videos\CHANGE A hands version\CHANGE (＂A＂ hands version).mp4,CHANGE A hands version
275,../Data\Words/downloaded_videos\CHARACTER-moral\CHARACTER-(moral).mp4,CHARACTER-moral
276,../Data\Words/downloaded_videos\CHARACTER-role\CHARACTER-[role].mp4,CHARACTER-role
277,../Data\Words/downloaded_videos\CHASE\CHASE.mp4,CHASE
278,../Data\Words/downloaded_videos\CHASEPURSUE\CHASE⧸PURSUE.mp4,CHASEPURSUE
279,../Data\Words/downloaded_videos\CHAT-WITH\CHAT-WITH.mp4,CHAT-WITH
280,../Data\Words/downloaded_videos\CHAT-WITH-version\CHAT-WITH-[version].mp4,CHAT-WITH-version
281,../Data\Words/downloaded_videos\CHEAPINEXPENSIVE\CHEAP⧸INEXPENSIVE.mp4,CHEAPINEXPENSIVE
282,../Data\Words/downloaded_videos\CHEAT-version 1\CHEAT-[version 1].mp4,CHEAT-version 1
283,../Data\Words/downloaded_videos\CHEAT-version 2\CHEAT-[version 2].mp4,CHEAT-version 2
284,../Data\Words/downloaded_videos\CHECK-ascertain\CHECK-(ascertain).mp4,CHECK-ascertain
285,../Data\Words/downloaded_videos\CHECK-INTO\CHECK-INTO.mp4,CHECK-INTO
286,../Data\Words/downloaded_videos\CHEESE\CHEESE.mp4,CHEESE
287,../Data\Words/downloaded_videos\chess you like play\chess you like play？.mp4,chess you like play
288,../Data\Words/downloaded_videos\CHILD\CHILD.mp4,CHILD
289,"../Data\Words/downloaded_videos\CHILD GROW-UP PRISON YOU THINK BLAME-rt PARENTS\CHILD GROW-UP, PRISON, YOU THINK BLAME-[rt] PARENTS？.mp4",CHILD GROW-UP PRISON YOU THINK BLAME-rt PARENTS
290,"../Data\Words/downloaded_videos\CHILD SWING SHOULD how-OLD\CHILD, SWING, SHOULD how-OLD？.mp4",CHILD SWING SHOULD how-OLD
291,../Data\Words/downloaded_videos\CHILDREN\CHILDREN.mp4,CHILDREN
292,"../Data\Words/downloaded_videos\CHILDREN DRINK COFFEE YOU THINK OKAY\CHILDREN DRINK COFFEE, YOU THINK OKAY？.mp4",CHILDREN DRINK COFFEE YOU THINK OKAY
293,../Data\Words/downloaded_videos\CHILDREN YOU\CHILDREN YOU？.mp4,CHILDREN YOU
294,"../Data\Words/downloaded_videos\CHILDREN YOU HOW-MANY\CHILDREN, YOU HOW-MANY？.mp4",CHILDREN YOU HOW-MANY
295,../Data\Words/downloaded_videos\CHILDREN-2h-version\CHILDREN-[2h-version].mp4,CHILDREN-2h-version
296,../Data\Words/downloaded_videos\CHOOSE  pick  select  choice\CHOOSE ⧸ pick ⧸ select ⧸ choice.mp4,CHOOSE  pick  select  choice
297,"../Data\Words/downloaded_videos\CHRISTMAS GIVE-2h-X YOU WANT WHAT\CHRISTMAS, GIVE-[2h-X] YOU WANT WHAT？.mp4",CHRISTMAS GIVE-2h-X YOU WANT WHAT
298,../Data\Words/downloaded_videos\CHRISTMAS HABIT-tradition YOU HAVE\CHRISTMAS HABIT-[tradition] YOU HAVE？.mp4,CHRISTMAS HABIT-tradition YOU HAVE
299,../Data\Words/downloaded_videos\CHRISTMAS Version 3 C palm up arc  inside of wreath\CHRISTMAS [Version 3： ＂C＂ palm up arc ⧸ inside of wreath].mp4,CHRISTMAS Version 3 C palm up arc  inside of wreath
300,"../Data\Words/downloaded_videos\CHRISTMAS YOU LIKE SNOW YOU\CHRISTMAS, YOU LIKE SNOW YOU？.mp4",CHRISTMAS YOU LIKE SNOW YOU
301,../Data\Words/downloaded_videos\CHURCH\CHURCH.mp4,CHURCH
302,../Data\Words/downloaded_videos\city\city.mp4,city
303,../Data\Words/downloaded_videos\CITY twisting version\CITY [twisting version].mp4,CITY twisting version
304,../Data\Words/downloaded_videos\CITY YOU LIVE\CITY YOU LIVE？.mp4,CITY YOU LIVE
305,../Data\Words/downloaded_videos\CITY-double-tap-stationary-version\CITY-[double-tap-stationary-version].mp4,CITY-double-tap-stationary-version
306,../Data\Words/downloaded_videos\CITY-low-movement-with-twist-version\CITY-[low-movement-with-twist-version].mp4,CITY-low-movement-with-twist-version
307,../Data\Words/downloaded_videos\CL 1 - WALK\CL： 1 - WALK.mp4,CL 1 - WALK
308,../Data\Words/downloaded_videos\CL V - GET-UP V version\CL： V - GET-UP (V version).mp4,CL V - GET-UP V version
309,../Data\Words/downloaded_videos\CL V - JUMP\CL： V - JUMP.mp4,CL V - JUMP
310,../Data\Words/downloaded_videos\CL V - LIE DOWN\CL： V - LIE DOWN.mp4,CL V - LIE DOWN
311,../Data\Words/downloaded_videos\CL V - TOSS AND TURN\CL： V - TOSS AND TURN.mp4,CL V - TOSS AND TURN
312,../Data\Words/downloaded_videos\CL V - WALK-TO-version\CL： V - WALK-TO-[version].mp4,CL V - WALK-TO-version
313,../Data\Words/downloaded_videos\CL1-go-for-a-strollwander-classifier-1\CL：1-[go-for-a-stroll⧸wander]-[classifier-1].mp4,CL1-go-for-a-strollwander-classifier-1
314,../Data\Words/downloaded_videos\CLASS\CLASS.mp4,CLASS
315,"../Data\Words/downloaded_videos\CLASS FINISH BACK HOME YOU\CLASS FINISH, BACK HOME YOU？.mp4",CLASS FINISH BACK HOME YOU
316,../Data\Words/downloaded_videos\CLC-thick-Classifier-C\CL：C-[thick]-[Classifier-C].mp4,CLC-thick-Classifier-C
317,../Data\Words/downloaded_videos\CLIMB\CLIMB.mp4,CLIMB
318,../Data\Words/downloaded_videos\CLOSE BY-near\CLOSE BY-[near].mp4,CLOSE BY-near
319,../Data\Words/downloaded_videos\close door\close door.mp4,close door
320,../Data\Words/downloaded_videos\close window\close window.mp4,close window
321,../Data\Words/downloaded_videos\CLOSED-CAPTION-CC-version\CLOSED-CAPTION-[CC-version].mp4,CLOSED-CAPTION-CC-version
322,../Data\Words/downloaded_videos\CLOSET DOOR\CLOSET [DOOR].mp4,CLOSET DOOR
323,../Data\Words/downloaded_videos\clothes\clothes.mp4,clothes
324,"../Data\Words/downloaded_videos\CLOTHES DIRTY SHOULD PUT WHERE\CLOTHES DIRTY, SHOULD PUT WHERE？.mp4",CLOTHES DIRTY SHOULD PUT WHERE
325,"../Data\Words/downloaded_videos\CLUB YOU INVOLVED what-NAME\CLUB YOU INVOLVED, what-NAME？.mp4",CLUB YOU INVOLVED what-NAME
326,../Data\Words/downloaded_videos\CLUELESS  stupid\CLUELESS ⧸ stupid.mp4,CLUELESS  stupid
327,../Data\Words/downloaded_videos\COAT\COAT.mp4,COAT
328,../Data\Words/downloaded_videos\COCAINE  cokedrug\COCAINE ⧸ coke[drug].mp4,COCAINE  cokedrug
329,../Data\Words/downloaded_videos\COCHLEAR IMPLANT-bent V version\COCHLEAR IMPLANT-[bent V version].mp4,COCHLEAR IMPLANT-bent V version
330,../Data\Words/downloaded_videos\COCHLEAR IMPLANT-fingerspelled\COCHLEAR IMPLANT-[fingerspelled].mp4,COCHLEAR IMPLANT-fingerspelled
331,"../Data\Words/downloaded_videos\COCHLEAR-IMPLANT YOU AGAINST new version\COCHLEAR-IMPLANT, YOU AGAINST？ (new version).mp4",COCHLEAR-IMPLANT YOU AGAINST new version
332,"../Data\Words/downloaded_videos\COCHLEAR-IMPLANT YOU AGAINST traditional version\COCHLEAR-IMPLANT, YOU AGAINST？ (traditional version).mp4",COCHLEAR-IMPLANT YOU AGAINST traditional version
333,../Data\Words/downloaded_videos\COFFEE\COFFEE.mp4,COFFEE
334,"../Data\Words/downloaded_videos\COLD PIZZA YOU LIKE\COLD PIZZA, YOU LIKE？.mp4",COLD PIZZA YOU LIKE
335,../Data\Words/downloaded_videos\cold temperature\cold temperature.mp4,cold temperature
336,"../Data\Words/downloaded_videos\COLD WEATHER-initialized YOU LIKE\COLD WEATHER-[initialized], YOU LIKE？.mp4",COLD WEATHER-initialized YOU LIKE
337,../Data\Words/downloaded_videos\COLDWINTER\COLD⧸WINTER.mp4,COLDWINTER
338,../Data\Words/downloaded_videos\COLLECTGATHER\COLLECT⧸GATHER.mp4,COLLECTGATHER
339,../Data\Words/downloaded_videos\COLLEGE\COLLEGE.mp4,COLLEGE
340,"../Data\Words/downloaded_videos\COLLEGE STUDENT ALWAYS BROKE-financially WHY\COLLEGE STUDENT ALWAYS BROKE-[financially], WHY？.mp4",COLLEGE STUDENT ALWAYS BROKE-financially WHY
341,"../Data\Words/downloaded_videos\COLLEGE YOU GRADUATE WHEN\COLLEGE, YOU GRADUATE WHEN？.mp4",COLLEGE YOU GRADUATE WHEN
342,../Data\Words/downloaded_videos\color\color.mp4,color
343,../Data\Words/downloaded_videos\COLOR-wh-q\COLOR-[wh-q].mp4,COLOR-wh-q
344,../Data\Words/downloaded_videos\Columbus Day\Columbus Day.mp4,Columbus Day
345,../Data\Words/downloaded_videos\COLUMBUS DAY WHEN\COLUMBUS DAY WHEN？.mp4,COLUMBUS DAY WHEN
346,../Data\Words/downloaded_videos\COME   GO\COME  ⧸ GO.mp4,COME   GO
347,../Data\Words/downloaded_videos\come to here\come to here.mp4,come to here
348,../Data\Words/downloaded_videos\COME-HERE-1-hand-version\COME-HERE-[1-hand-version].mp4,COME-HERE-1-hand-version
349,../Data\Words/downloaded_videos\commiteecongress far shoulder\commitee⧸congress (far shoulder).mp4,commiteecongress far shoulder
350,../Data\Words/downloaded_videos\committeecongress near shoulder version\committee⧸congress (near shoulder version).mp4,committeecongress near shoulder version
351,../Data\Words/downloaded_videos\COMMON-SENSE\COMMON-SENSE.mp4,COMMON-SENSE
352,"../Data\Words/downloaded_videos\COMPASSION PITY POOR-you PITY-you\COMPASSION, PITY, POOR-you, PITY-you.mp4",COMPASSION PITY POOR-you PITY-you
353,"../Data\Words/downloaded_videos\COMPLAIN object to protest\COMPLAIN [object to, protest].mp4",COMPLAIN object to protest
354,../Data\Words/downloaded_videos\COMPUTER\COMPUTER.mp4,COMPUTER
355,../Data\Words/downloaded_videos\COMPUTER PROGRAM YOU USE WHICH\COMPUTER PROGRAM YOU USE WHICH？.mp4,COMPUTER PROGRAM YOU USE WHICH
356,"../Data\Words/downloaded_videos\COMPUTER YOU SHUT-OFF WHEN\COMPUTER, YOU SHUT-OFF WHEN？.mp4",COMPUTER YOU SHUT-OFF WHEN
357,../Data\Words/downloaded_videos\COMPUTER-version\COMPUTER-[version].mp4,COMPUTER-version
358,../Data\Words/downloaded_videos\CONFLICT contrast version\CONFLICT [contrast version].mp4,CONFLICT contrast version
359,../Data\Words/downloaded_videos\constructionbuild bent hand version\construction⧸build (bent hand version).mp4,constructionbuild bent hand version
360,../Data\Words/downloaded_videos\continuously-BROKE 1h version broke-financially\continuously-BROKE (1h version) (broke-financially).mp4,continuously-BROKE 1h version broke-financially
361,../Data\Words/downloaded_videos\continuously-BROKE 2h version broke-financially\continuously-BROKE (2h version) (broke-financially).mp4,continuously-BROKE 2h version broke-financially
362,../Data\Words/downloaded_videos\COOK-basic-version\COOK-[basic-version].mp4,COOK-basic-version
363,../Data\Words/downloaded_videos\COOKIE\COOKIE.mp4,COOKIE
364,"../Data\Words/downloaded_videos\COOKIE YOU LIKE WHAT-KIND\COOKIE, YOU LIKE WHAT-KIND？.mp4",COOKIE YOU LIKE WHAT-KIND
365,../Data\Words/downloaded_videos\cooltemperature\cool⧸temperature.mp4,cooltemperature
366,../Data\Words/downloaded_videos\cop-POLICE-C-hand-version\cop-[POLICE]-[C-hand-version].mp4,cop-POLICE-C-hand-version
367,../Data\Words/downloaded_videos\COPY\COPY.mp4,COPY
368,../Data\Words/downloaded_videos\CORNER\CORNER.mp4,CORNER
369,../Data\Words/downloaded_videos\cost\cost.mp4,cost
370,../Data\Words/downloaded_videos\cost price charge\cost price charge.mp4,cost price charge
371,../Data\Words/downloaded_videos\cost price fee fine\cost price fee fine.mp4,cost price fee fine
372,"../Data\Words/downloaded_videos\COST-tax fine fee charge price\COST-[tax, fine, fee, charge, price].mp4",COST-tax fine fee charge price
373,../Data\Words/downloaded_videos\COUCH\COUCH.mp4,COUCH
374,../Data\Words/downloaded_videos\couch sectional couch  configuration 01 ASL depiction cl-cc classifier-c\couch (sectional couch  configuration) (01) ASL depiction (cl-cc) classifier-c.mp4,couch sectional couch  configuration 01 ASL depiction cl-cc classifier-c
375,../Data\Words/downloaded_videos\couch sectional couch configuration 02 ASL depiction cl-cc classifier-c\couch (sectional couch configuration) (02) ASL depiction (cl-cc) classifier-c.mp4,couch sectional couch configuration 02 ASL depiction cl-cc classifier-c
376,../Data\Words/downloaded_videos\COUGH-C-hand-version\COUGH-[C-hand-version].mp4,COUGH-C-hand-version
377,../Data\Words/downloaded_videos\COUGH-flat-hand-version\COUGH-[flat-hand-version].mp4,COUGH-flat-hand-version
378,"../Data\Words/downloaded_videos\COUNSEL-advice influence\COUNSEL-[advice, influence].mp4",COUNSEL-advice influence
379,../Data\Words/downloaded_videos\COUSIN\COUSIN.mp4,COUSIN
380,../Data\Words/downloaded_videos\COUSIN THEMSELF STRANGE YOU HAVE Do you have a cousin who is strange\COUSIN THEMSELF STRANGE YOU HAVE？ (Do you have a cousin who is strange？).mp4,COUSIN THEMSELF STRANGE YOU HAVE Do you have a cousin who is strange
381,"../Data\Words/downloaded_videos\COUSIN YOU HOW-MANY\COUSIN, YOU HOW-MANY？.mp4",COUSIN YOU HOW-MANY
382,../Data\Words/downloaded_videos\COVER-shell\COVER-[shell].mp4,COVER-shell
383,../Data\Words/downloaded_videos\COW\COW.mp4,COW
384,../Data\Words/downloaded_videos\CRACK-crack-in-device  crack-in-wall\CRACK-[crack-in-device ⧸ crack-in-wall].mp4,CRACK-crack-in-device  crack-in-wall
385,../Data\Words/downloaded_videos\CRASH 5-hand version\CRASH (5-hand version).mp4,CRASH 5-hand version
386,"../Data\Words/downloaded_videos\crave thirst desire lust\crave, thirst, desire, lust.mp4",crave thirst desire lust
387,../Data\Words/downloaded_videos\CRAZY-RIDICULOUS\CRAZY-RIDICULOUS.mp4,CRAZY-RIDICULOUS
388,../Data\Words/downloaded_videos\CRAZY-version 1\CRAZY-[version 1].mp4,CRAZY-version 1
389,../Data\Words/downloaded_videos\CRAZY-version 2\CRAZY-[version 2].mp4,CRAZY-version 2
390,../Data\Words/downloaded_videos\critical-must\critical-must.mp4,critical-must
391,../Data\Words/downloaded_videos\CRY-version\CRY-[version].mp4,CRY-version
392,../Data\Words/downloaded_videos\CUP  GLASS-drink  CAN-container\CUP ⧸ GLASS-(drink) ⧸ CAN-(container).mp4,CUP  GLASS-drink  CAN-container
393,../Data\Words/downloaded_videos\CUPBOARD CABINET\CUPBOARD [CABINET].mp4,CUPBOARD CABINET
394,../Data\Words/downloaded_videos\CURLY-HAIR\CURLY-HAIR.mp4,CURLY-HAIR
395,"../Data\Words/downloaded_videos\CUT-WRISTS-idiomatic shut-up stop-signing Ill shut up now#\CUT-WRISTS-[idiomatic： shut-up, stop-signing, I'll shut up now.].mp4",CUT-WRISTS-idiomatic shut-up stop-signing Ill shut up now#
396,../Data\Words/downloaded_videos\CUTE-thumb-in-version\CUTE-[thumb-in-version].mp4,CUTE-thumb-in-version
397,../Data\Words/downloaded_videos\D-O how-SIGN\D-O how-SIGN？.mp4,D-O how-SIGN
398,../Data\Words/downloaded_videos\DAD\DAD.mp4,DAD
399,"../Data\Words/downloaded_videos\daily everyday\daily, everyday.mp4",daily everyday
400,../Data\Words/downloaded_videos\DANCE-dancing\DANCE-[dancing].mp4,DANCE-dancing
401,../Data\Words/downloaded_videos\dark version 1\dark version 1.mp4,dark version 1
402,../Data\Words/downloaded_videos\DARK version 2 claw hands\DARK version 2 claw hands.mp4,DARK version 2 claw hands
403,"../Data\Words/downloaded_videos\DARN oh-gee gee nuts dang shoot  shucks\DARN! [oh-gee, gee, nuts!, dang! shoot!  shucks!].mp4",DARN oh-gee gee nuts dang shoot  shucks
404,../Data\Words/downloaded_videos\DATE - a social or romantic event\DATE - a social or romantic event.mp4,DATE - a social or romantic event
405,"../Data\Words/downloaded_videos\DATE CHEAP YOU LIKE\DATE CHEAP, YOU LIKE？.mp4",DATE CHEAP YOU LIKE
406,../Data\Words/downloaded_videos\date dating\date dating.mp4,date dating
407,../Data\Words/downloaded_videos\DAUGHTER\DAUGHTER.mp4,DAUGHTER
408,../Data\Words/downloaded_videos\DAUGHTER-IN-LAW\DAUGHTER-IN-LAW.mp4,DAUGHTER-IN-LAW
409,../Data\Words/downloaded_videos\DAY\DAY.mp4,DAY
410,../Data\Words/downloaded_videos\DEAF\DEAF.mp4,DEAF
411,../Data\Words/downloaded_videos\DEAF bodyshift-or HEARING YOU\DEAF [bodyshift-＂or＂] HEARING YOU？.mp4,DEAF bodyshift-or HEARING YOU
412,../Data\Words/downloaded_videos\DEAF CAN CALL HEARING-people HOW-version\DEAF CAN CALL HEARING-[people] HOW？-[version].mp4,DEAF CAN CALL HEARING-people HOW-version
413,"../Data\Words/downloaded_videos\DEAF CENTER YOU KNOW WHERE YOU\DEAF CENTER, YOU KNOW WHERE YOU？.mp4",DEAF CENTER YOU KNOW WHERE YOU
414,"../Data\Words/downloaded_videos\DEAF COLLEGE STUDENT SOMETIMES USE NOTE-TAKER WHY\DEAF COLLEGE STUDENT SOMETIMES USE NOTE-TAKER, WHY？.mp4",DEAF COLLEGE STUDENT SOMETIMES USE NOTE-TAKER WHY
415,"../Data\Words/downloaded_videos\DEAF PREFER KITCHEN WHY\DEAF PREFER KITCHEN, WHY？.mp4",DEAF PREFER KITCHEN WHY
416,../Data\Words/downloaded_videos\DEAF SEIZE-occupy GALLAUDET WHICH YEAR\DEAF SEIZE-[occupy] GALLAUDET WHICH YEAR？.mp4,DEAF SEIZE-occupy GALLAUDET WHICH YEAR
417,"../Data\Words/downloaded_videos\DEAF STILL RESIDENTIAL SCHOOL OLD 21 WHY\DEAF STILL RESIDENTIAL SCHOOL OLD 21, WHY？.mp4",DEAF STILL RESIDENTIAL SCHOOL OLD 21 WHY
418,"../Data\Words/downloaded_videos\DEAF TEND-TO GOSSIP WHY\DEAF TEND-TO GOSSIP, WHY？.mp4",DEAF TEND-TO GOSSIP WHY
419,../Data\Words/downloaded_videos\DEAF YOU\DEAF YOU？.mp4,DEAF YOU
420,../Data\Words/downloaded_videos\DEAF-SCHOOL YOU  version 1\DEAF-SCHOOL YOU？ – [version 1].mp4,DEAF-SCHOOL YOU  version 1
421,../Data\Words/downloaded_videos\DEAF-SCHOOL-state-residential-school-for-the-Deaf-campus-institute\DEAF-SCHOOL-[state-residential-school-for-the-Deaf]-[campus]-[institute].mp4,DEAF-SCHOOL-state-residential-school-for-the-Deaf-campus-institute
422,../Data\Words/downloaded_videos\DECIDE\DECIDE.mp4,DECIDE
423,../Data\Words/downloaded_videos\DECLINE opposite-of-improve\DECLINE [opposite-of-improve].mp4,DECLINE opposite-of-improve
424,../Data\Words/downloaded_videos\decrease\decrease.mp4,decrease
425,../Data\Words/downloaded_videos\DELICIOUS\DELICIOUS.mp4,DELICIOUS
426,../Data\Words/downloaded_videos\Delicious open 8 version\Delicious (open 8 version).mp4,Delicious open 8 version
